date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,tpm,cpm,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
2/9/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/10/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/11/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/12/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/13/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/14/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/15/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/16/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/17/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/18/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/19/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/20/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/21/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/22/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/23/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/24/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/25/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/26/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/27/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/28/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
2/29/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
3/1/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
3/2/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
3/3/2020,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,
3/4/2020,1,1,0,0,0.052,0.052,0,0,0,0,NA,NA,NA,NA,,0,0,0.000001,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/5/2020,3,2,0,0,0.157,0.105,0,0,0,0,NA,NA,NA,NA,,0,0,0.000002,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/6/2020,4,1,0,0,0.209,0.052,0,0,0,0,NA,NA,NA,NA,,0,0,0.000001,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/7/2020,5,1,0,0,0.262,0.052,0,0,0,0,NA,NA,NA,NA,,0,0,0.000001,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/9/2020,10,5,0,0,0.523,0.262,0,0,0,0,NA,NA,NA,NA,,0,0,0.000005,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/10/2020,13,3,0,0,0.68,0.157,0,0,0,0,NA,NA,NA,NA,,0,0,0.000003,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/11/2020,17,4,0,0,0.889,0.209,0,0,0,0,NA,NA,NA,NA,,0,0,0.000004,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/12/2020,23,6,0,0,1.203,0.314,0,0,0,0,NA,NA,NA,NA,,0,0,0.000006,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/13/2020,33,10,0,0,1.726,0.523,0,0,0,0,NA,NA,NA,NA,,0,0,0.00001,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/14/2020,43,10,0,0,2.249,0.523,0,0,0,0,NA,NA,NA,NA,,11.11,0,0.00001,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/15/2020,61,18,0,0,3.191,0.942,0,0,0,0,NA,NA,NA,NA,,22.22,0,0.000018,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/16/2020,75,14,0,0,3.923,0.732,0,0,0,0,NA,NA,NA,NA,,47.22,0,0.000014,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/17/2020,156,81,0,0,8.161,4.237,0,0,0,0,NA,NA,NA,NA,,47.22,0,0.000081,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/18/2020,201,45,0,0,10.515,2.354,0,0,0,0,NA,NA,NA,NA,,55.56,0,0.000045,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/19/2020,238,37,0,0,12.45,1.936,0,0,0,0,NA,NA,NA,NA,,55.56,0,0.000037,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/20/2020,342,104,0,0,17.891,5.44,0,0,0,0,NA,NA,NA,NA,,55.56,0,0.000104,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/21/2020,434,92,0,0,22.703,4.813,0,0,0,0,NA,NA,NA,NA,,51.85,0,0.000092,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/22/2020,537,103,0,0,28.091,5.388,0,0,0,0,NA,NA,NA,NA,,51.85,0,0.000103,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/23/2020,632,95,1,1,33.061,4.97,0.052,0.052,0,0,NA,NA,NA,NA,,51.85,0,0.000095,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/24/2020,746,114,2,1,39.024,5.964,0.105,0.052,0,0,NA,NA,NA,NA,,51.85,0,0.000114,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/25/2020,922,176,2,0,48.231,9.207,0.105,0,0,0,NA,NA,NA,NA,,73.15,0,0.000176,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/26/2020,1142,220,3,1,59.74,11.509,0.157,0.052,0,0,NA,NA,NA,NA,,73.15,0,0.00022,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/27/2020,1306,164,4,1,68.319,8.579,0.209,0.052,0,0,NA,NA,NA,NA,,73.15,0,0.000164,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/28/2020,1610,304,5,1,84.222,15.903,0.262,0.052,0,0,NA,NA,NA,NA,,73.15,0,0.000304,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/29/2020,1909,299,6,1,99.863,15.641,0.314,0.052,0,0,NA,NA,NA,NA,,73.15,0,0.000299,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/30/2020,2139,230,7,1,111.895,12.032,0.366,0.052,0,0,NA,NA,NA,NA,,73.15,0,0.00023,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
3/31/2020,2449,310,8,1,128.111,16.217,0.418,0.052,0,0,NA,NA,NA,NA,,73.15,0,0.00031,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/1/2020,2738,289,12,4,143.229,15.118,0.628,0.209,0,38040,1.99,NA,NA,NA,tests performed,73.15,0,0.000289,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/2/2020,3031,293,16,4,158.557,15.327,0.837,0.209,2685,40725,2.13,0.14,NA,NA,tests performed,73.15,0.002685,0.000293,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/3/2020,3404,373,18,2,178.069,19.512,0.942,0.105,3405,44130,2.309,0.178,NA,NA,tests performed,73.15,0.003405,0.000373,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/4/2020,3737,333,22,4,195.489,17.42,1.151,0.209,4483,48613,2.543,0.235,NA,NA,tests performed,73.15,0.004483,0.000333,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/5/2020,4161,424,27,5,217.669,22.18,1.412,0.262,3343,51956,2.718,0.175,NA,NA,tests performed,73.15,0.003343,0.000424,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/6/2020,4471,310,34,7,233.885,16.217,1.779,0.366,2908,54864,2.87,0.152,NA,NA,tests performed,73.15,0.002908,0.00031,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/7/2020,4815,344,37,3,251.88,17.995,1.936,0.157,2258,57122,2.988,0.118,NA,NA,tests performed,73.15,0.002258,0.000344,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/8/2020,5116,301,43,6,267.626,15.746,2.249,0.314,3269,60391,3.159,0.171,3193,0.167,tests performed,73.15,0.003269,0.000301,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/9/2020,5546,430,48,5,290.12,22.494,2.511,0.262,7962,68353,3.576,0.417,3947,0.206,tests performed,73.15,0.007962,0.00043,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/10/2020,5972,426,57,9,312.405,22.285,2.982,0.471,4444,72797,3.808,0.232,4095,0.214,tests performed,73.15,0.004444,0.000426,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/11/2020,6501,529,65,8,340.078,27.673,3.4,0.418,3577,76374,3.995,0.187,3966,0.207,tests performed,73.15,0.003577,0.000529,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/12/2020,6927,426,73,8,362.363,22.285,3.819,0.418,5897,82271,4.304,0.308,4331,0.227,tests performed,73.15,0.005897,0.000426,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/13/2020,7213,286,80,7,377.324,14.961,4.185,0.366,2764,85035,4.448,0.145,4310,0.225,tests performed,73.15,0.002764,0.000286,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/14/2020,7525,312,82,2,393.645,16.321,4.29,0.105,2759,87794,4.593,0.144,4382,0.229,tests performed,73.15,0.002759,0.000312,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/15/2020,7917,392,92,10,414.151,20.506,4.813,0.523,4079,91873,4.806,0.213,4497,0.235,tests performed,73.15,0.004079,0.000392,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/16/2020,8273,356,94,2,432.774,18.623,4.917,0.105,6551,98424,5.149,0.343,4296,0.225,tests performed,73.15,0.006551,0.000356,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/17/2020,8807,534,105,11,460.709,27.934,5.493,0.575,5449,103873,5.434,0.285,4439,0.232,tests performed,73.15,0.005449,0.000534,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/18/2020,9252,445,116,11,483.987,23.279,6.068,0.575,5018,108891,5.696,0.262,4645,0.243,tests performed,73.15,0.005018,0.000445,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/19/2020,9730,478,126,10,508.992,25.005,6.591,0.523,4758,113649,5.945,0.249,4483,0.235,tests performed,73.15,0.004758,0.000478,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/20/2020,10088,358,133,7,527.72,18.728,6.957,0.366,5178,118827,6.216,0.271,4827,0.253,tests performed,73.15,0.005178,0.000358,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/21/2020,10507,419,139,6,549.638,21.919,7.271,0.314,3530,122357,6.401,0.185,4938,0.258,tests performed,73.15,0.00353,0.000419,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/22/2020,10832,325,147,8,566.64,17.001,7.69,0.418,6365,128722,6.734,0.333,5264,0.275,tests performed,73.15,0.006365,0.000325,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/23/2020,11296,464,160,13,590.912,24.273,8.37,0.68,6425,135147,7.07,0.336,5246,0.274,tests performed,73.15,0.006425,0.000464,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/24/2020,11812,516,168,8,617.905,26.993,8.788,0.418,7120,142267,7.442,0.372,5485,0.287,tests performed,73.15,0.00712,0.000516,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/25/2020,12306,494,174,6,643.747,25.842,9.102,0.314,6945,149212,7.806,0.363,5760,0.301,tests performed,73.15,0.006945,0.000494,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/26/2020,12858,552,181,7,672.623,28.876,9.468,0.366,6763,155975,8.159,0.354,6047,0.316,tests performed,73.15,0.006763,0.000552,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/27/2020,13331,473,189,8,697.366,24.743,9.887,0.418,5260,161235,8.434,0.275,6058,0.317,tests performed,73.15,0.00526,0.000473,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/28/2020,13813,482,198,9,722.581,25.214,10.358,0.471,4930,166165,8.692,0.258,6258,0.327,tests performed,73.15,0.00493,0.000482,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/29/2020,14365,552,207,9,751.457,28.876,10.829,0.471,6454,172619,9.03,0.338,6271,0.328,tests performed,73.15,0.006454,0.000552,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
4/30/2020,14885,520,216,9,778.659,27.202,11.299,0.471,7898,180517,9.443,0.413,6481,0.339,tests performed,73.15,0.007898,0.00052,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/1/2020,16023,1138,227,11,838.189,59.531,11.875,0.575,8916,189433,9.91,0.466,6738,0.352,tests performed,73.15,0.008916,0.001138,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/2/2020,17008,985,234,7,889.716,51.527,12.241,0.366,9967,199400,10.431,0.521,7170,0.375,tests performed,73.15,0.009967,0.000985,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/3/2020,18435,1427,247,13,964.365,74.649,12.921,0.68,6818,206218,10.788,0.357,7178,0.375,tests performed,73.15,0.006818,0.001427,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/4/2020,19663,1228,260,13,1028.604,64.239,13.601,0.68,7913,214131,11.202,0.414,7557,0.395,tests performed,73.15,0.007913,0.001228,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/5/2020,20643,980,270,10,1079.869,51.265,14.124,0.523,7964,222095,11.618,0.417,7990,0.418,tests performed,73.15,0.007964,0.00098,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/6/2020,22016,1373,275,5,1151.693,71.824,14.386,0.262,10013,232108,12.142,0.524,8498,0.445,tests performed,73.15,0.010013,0.001373,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/7/2020,23048,1032,281,6,1205.678,53.986,14.7,0.314,12118,244226,12.776,0.634,9101,0.476,tests performed,73.15,0.012118,0.001032,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/8/2020,24581,1533,285,4,1285.872,80.194,14.909,0.209,11735,255961,13.39,0.614,9504,0.497,tests performed,75.93,0.011735,0.001533,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/9/2020,25972,1391,294,9,1358.638,72.765,15.38,0.471,11943,267904,14.014,0.625,9786,0.512,tests performed,75.93,0.011943,0.001391,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/10/2020,27219,1247,304,10,1423.87,65.233,15.903,0.523,12780,280684,14.683,0.669,10638,0.556,tests performed,75.93,0.01278,0.001247,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/11/2020,28866,1647,312,8,1510.027,86.157,16.321,0.418,13373,294057,15.383,0.7,11418,0.597,tests performed,75.93,0.013373,0.001647,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/12/2020,30063,1197,323,11,1572.644,62.617,16.897,0.575,9283,303340,15.868,0.486,11606,0.607,tests performed,75.93,0.009283,0.001197,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/13/2020,31721,1658,335,12,1659.377,86.733,17.524,0.628,10410,313750,16.413,0.545,11663,0.61,tests performed,75.93,0.01041,0.001658,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/14/2020,34381,2660,346,11,1798.526,139.149,18.1,0.575,11667,325417,17.023,0.61,11599,0.607,tests performed,75.93,0.011667,0.00266,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/15/2020,37040,2659,358,12,1937.623,139.097,18.728,0.628,16095,341512,17.865,0.842,12222,0.639,tests performed,78.24,0.016095,0.002659,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/16/2020,39542,2502,394,36,2068.506,130.884,20.611,1.883,8813,350325,18.326,0.461,11774,0.616,tests performed,78.24,0.008813,0.002502,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/17/2020,41428,1886,421,27,2167.166,98.66,22.023,1.412,13171,363496,19.015,0.689,11830,0.619,tests performed,78.24,0.013171,0.001886,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/18/2020,43781,2353,450,29,2290.255,123.089,23.54,1.517,17515,381011,19.931,0.916,12422,0.65,tests performed,78.24,0.017515,0.002353,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/19/2020,46059,2278,478,28,2409.421,119.166,25.005,1.465,16189,397200,20.778,0.847,13409,0.701,tests performed,78.24,0.016189,0.002278,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/20/2020,49579,3520,509,31,2593.558,184.137,26.627,1.622,12469,409669,21.43,0.652,13703,0.717,tests performed,78.24,0.012469,0.00352,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/21/2020,53617,4038,544,35,2804.793,211.234,28.458,1.831,16334,426003,22.285,0.854,14369,0.752,tests performed,78.24,0.016334,0.004038,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/22/2020,57581,3964,589,45,3012.156,207.363,30.812,2.354,16090,442093,23.127,0.842,14369,0.752,tests performed,78.24,0.01609,0.003964,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/23/2020,61857,4276,630,41,3235.84,223.685,32.956,2.145,15239,457332,23.924,0.797,15287,0.8,tests performed,78.24,0.015239,0.004276,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/24/2020,65393,3536,673,43,3420.814,184.974,35.206,2.249,14426,471758,24.678,0.755,15466,0.809,tests performed,78.24,0.014426,0.003536,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/25/2020,69102,3709,718,45,3614.838,194.024,37.56,2.354,16283,488041,25.53,0.852,15290,0.8,tests performed,78.24,0.016283,0.003709,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/26/2020,73997,4895,761,43,3870.903,256.065,39.809,2.249,13084,501125,26.215,0.684,14846,0.777,tests performed,78.24,0.013084,0.004895,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/27/2020,77961,3964,806,45,4078.267,207.363,42.163,2.354,13398,514523,26.916,0.701,14979,0.784,tests performed,78.24,0.013398,0.003964,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/28/2020,82289,4328,841,35,4304.671,226.405,43.994,1.831,15650,530173,27.734,0.819,14881,0.778,tests performed,78.24,0.01565,0.004328,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
5/29/2020,86943,4654,890,49,4548.13,243.458,46.557,2.563,16333,546506,28.589,0.854,14916,0.78,tests performed,78.24,0.016333,0.004654,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18
